probe_id	gene_symbol
ILMN_1685431	DZIP1
ILMN_1685433	COL8A1
ILMN_1685441	ASAP3
ILMN_1685467	ZNF397
ILMN_1685472	LRRTM4
ILMN_1685480	TARS
ILMN_1685534	PILRB
ILMN_1685535	LARP2
ILMN_1685540	SHRM
ILMN_1685547	ZXDB
ILMN_1685567	TGDS
ILMN_1685580	CBLB
ILMN_1685602	TMEM41A
ILMN_1685608	NPTX2
ILMN_1685616	EFNA5
ILMN_1685625	UCP2
ILMN_1685631	KIAA0892
ILMN_1685640	FLJ35776
ILMN_1685661	RRP15
ILMN_1685678	EEF1B2
ILMN_1685679	RNF146
ILMN_1685690	JARID1D
ILMN_1685699	PRSS3
ILMN_1685703	ACOX2
ILMN_1685709	TMEM125
ILMN_1685714	INHBB
ILMN_1685722	EIF4A2
ILMN_1685742	NIPA2
ILMN_1685763	WDR45L
ILMN_1685767	FAM3B
ILMN_1685781	C14orf142
ILMN_1685796	CSDE1
ILMN_1685810	NFATC3
ILMN_1685824	B4GALT5
ILMN_1685830	SLC7A2
ILMN_1685834	AMPH
ILMN_1685845	POLDIP3
ILMN_1685854	LOC492311
ILMN_1685858	MLN
ILMN_1685898	SRC
ILMN_1685916	KIF2C
ILMN_1685917	EMCN
ILMN_1685928	WDR34
ILMN_1685929	VANGL1
ILMN_1685934	UPK2
ILMN_1685952	ACSM3
ILMN_1685954	HMBS
ILMN_1685978	ATPIF1
ILMN_1685982	PDGFA
ILMN_1686043	FAM164C
ILMN_1686082	C14orf79
ILMN_1686095	GPR162
ILMN_1686097	TOP2A
ILMN_1686109	CCL23
ILMN_1686116	THBS1
ILMN_1686135	CCDC45
ILMN_1686136	NSD1
ILMN_1686152	GGA2
ILMN_1686194	SDCCAG10
ILMN_1686227	GNA14
ILMN_1686235	GNPNAT1
ILMN_1686237	CBX2
ILMN_1686254	FAM127B
ILMN_1686259	PRODH2
ILMN_1686261	TOM1L2
ILMN_1686283	CECR1
ILMN_1686313	PLXNB3
ILMN_1686319	USP37
ILMN_1686326	PGBD2
ILMN_1686362	CRYBA4
ILMN_1686367	HSPA8
ILMN_1686370	AGXT2L2
ILMN_1686387	PYCRL
ILMN_1686392	NAG
ILMN_1686405	KDR
ILMN_1686414	ZC3H14
ILMN_1686432	ACYP1
ILMN_1686442	TACC2
ILMN_1686454	TIFA
ILMN_1686464	SLCO4C1
ILMN_1686516	CUGBP1
ILMN_1686522	AK3L1
ILMN_1686535	SLC37A3
ILMN_1686553	INTS2
ILMN_1686555	FYN
ILMN_1686562	KIF13B
ILMN_1686573	DEFB1
ILMN_1686587	GTPBP3
ILMN_1686610	APBA3
ILMN_1686623	CSF1R
ILMN_1686626	BAT1
ILMN_1686645	UTP14C
ILMN_1686664	MT2A
ILMN_1686679	ZNF462
ILMN_1686697	FBXO38
ILMN_1686706	SIGLEC7
ILMN_1686725	DICER1
ILMN_1686748	TMEM9
ILMN_1686781	FLJ44653
ILMN_1686804	CCRK
ILMN_1686805	CRK
ILMN_1686832	NR6A1
ILMN_1686846	AKAP12
ILMN_1686871	PARP1
ILMN_1686889	LOC619208
ILMN_1686906	TP53INP2
ILMN_1686920	CCDC58
ILMN_1686929	GPATCH3
ILMN_1686948	CASC4
ILMN_1686951	TM6SF2
ILMN_1686952	FBLN1
ILMN_1686954	RPS10
ILMN_1686957	SS18
ILMN_1686961	FGFBP3
ILMN_1686968	ZNF362
ILMN_1686981	SULF2
ILMN_1686985	MTM1
ILMN_1686988	ST5
ILMN_1686989	INSIG1
ILMN_1687002	OSR2
ILMN_1687023	GJC1
ILMN_1687035	ADAMTSL4
ILMN_1687037	IFT140
ILMN_1687052	PAX5
ILMN_1687073	C20orf117
ILMN_1687074	CDC14B
ILMN_1687107	RFWD3
ILMN_1687140	STARD7
ILMN_1687149	BDP1
ILMN_1687201	APOL6
ILMN_1687213	C8orf13
ILMN_1687216	PCBP3
ILMN_1687247	SPATA20
ILMN_1687279	DHPS
ILMN_1687291	ARMETL1
ILMN_1687301	VCAN
ILMN_1687303	ACAD10
ILMN_1687306	LGALS2
ILMN_1687315	RXRA
ILMN_1687316	NCDN
ILMN_1687331	KCNMB2
ILMN_1687335	FLNA
ILMN_1687358	TMPRSS4
ILMN_1687359	MRPS23
ILMN_1687362	GRLF1
ILMN_1687375	ATP2A2
ILMN_1687384	IFI6
ILMN_1687391	C3orf35
ILMN_1687392	NRK
ILMN_1687403	MRPL40
ILMN_1687410	OSBPL11
ILMN_1687419	DHX8
ILMN_1687430	EIF2B4
ILMN_1687431	RNF6
ILMN_1687440	HIPK2
ILMN_1687442	TNIK
ILMN_1687481	HIF3A
ILMN_1687484	ZFX
ILMN_1687495	SLC37A1
ILMN_1687501	MOXD1
ILMN_1687508	ALDH7A1
ILMN_1687519	SNAP23
ILMN_1687524	KBTBD4
ILMN_1687533	SEMA4D
ILMN_1687546	HSP90AA1
ILMN_1687556	DAPL1
ILMN_1687589	CPT1A
ILMN_1687592	WWC3
ILMN_1687609	AATK
ILMN_1687625	DPCR1
ILMN_1687626	ZDHHC24
ILMN_1687636	ABCA2
ILMN_1687652	TGFB3
ILMN_1687655	ILKAP
ILMN_1687711	ZNF576
ILMN_1687721	PROC
ILMN_1687724	RAP1GDS1
ILMN_1687743	BTBD7
ILMN_1687751	BAALC
ILMN_1687768	NCOA7
ILMN_1687785	PPA2
ILMN_1687821	C16orf45
ILMN_1687824	SEPHS2
ILMN_1687825	CD226
ILMN_1687833	HM13
ILMN_1687835	C6orf224
ILMN_1687840	ABCB7
ILMN_1687848	C7
ILMN_1687857	ST6GALNAC4
ILMN_1687858	CALM2
ILMN_1687864	POP5
ILMN_1687865	TMOD3
ILMN_1687873	KLC4
ILMN_1687875	UNC5C
ILMN_1687884	ZNF2
ILMN_1687888	BTN3A1
ILMN_1687896	PIK3C3
ILMN_1687921	LOC339123
ILMN_1687922	RP9
ILMN_1687940	FOXO3
ILMN_1687947	HIST1H2BE
ILMN_1687958	SLC25A22
ILMN_1687960	LIMK2
ILMN_1687971	CAPN3
ILMN_1687978	PHLDA1
ILMN_1687986	SLC6A20
ILMN_1688000	POLDIP3
ILMN_1688011	UPF1
ILMN_1688031	FAM161B
ILMN_1688033	HPS5
ILMN_1688034	COIL
ILMN_1688041	TMEM53
ILMN_1688067	Septin 5
ILMN_1688071	NAT1
ILMN_1688089	PEBP1
ILMN_1688090	PTER
ILMN_1688094	ORC5L
ILMN_1688098	TBC1D4
ILMN_1688101	BTNL2
ILMN_1688103	CTNNBIP1
ILMN_1688104	TRDMT1
ILMN_1688152	IL27RA
ILMN_1688154	MST1R
ILMN_1688158	CYB5R4
ILMN_1688160	WDR27
ILMN_1688178	RRP7A
ILMN_1688184	CSPG5
ILMN_1688205	KLK10
ILMN_1688220	SYNPO2
ILMN_1688227	KIAA1409
ILMN_1688230	LOC144983
ILMN_1688231	TREM1
ILMN_1688242	C6
ILMN_1688256	RTKN
ILMN_1688258	C20orf144
ILMN_1688279	PVRIG
ILMN_1688295	ZNF219
ILMN_1688299	RCAN3
ILMN_1688317	ZNF160
ILMN_1688372	C3orf17
ILMN_1688373	LST1
ILMN_1688381	BPTF
ILMN_1688404	ZMYM4
ILMN_1688413	SNW1
ILMN_1688422	C17orf57
ILMN_1688452	LCMT1
ILMN_1688455	KIAA0564
ILMN_1688464	MAP6D1
ILMN_1688479	LRRC42
ILMN_1688480	CCND1
ILMN_1688515	ZNF195
ILMN_1688526	ARL5A
ILMN_1688534	EIF2B5
ILMN_1688565	ZNF580
ILMN_1688580	CAMP
ILMN_1688606	RNFT1
ILMN_1688622	UBQLN1
ILMN_1688625	AIM1
ILMN_1688629	ZNF274
ILMN_1688631	APOL1
ILMN_1688633	CLCN2
ILMN_1688637	TMEM198
ILMN_1688639	FBXL2
ILMN_1688642	LAMC3
ILMN_1688666	HIST1H2BH
ILMN_1688672	SIGLECP3
ILMN_1688698	ZEB2
ILMN_1688702	PJA2
ILMN_1688721	FLJ44048
ILMN_1688727	C17orf95
ILMN_1688728	HTF9C
ILMN_1688730	DNAJC18
ILMN_1688753	PTDSS1
ILMN_1688755	AAK1
ILMN_1688780	S100A4
ILMN_1688801	JPH3
ILMN_1688811	SPRY4
ILMN_1688814	SERPINB6
ILMN_1688848	TMEM44
ILMN_1688853	ZBTB9
ILMN_1688864	CABP4
ILMN_1688865	PPP1R9B
ILMN_1688892	LAMA3
ILMN_1688932	NR5A2
ILMN_1688953	ARHGAP19
ILMN_1688959	CD27
ILMN_1688971	NOL11
ILMN_1688997	C17orf58
ILMN_1689001	CDK4
ILMN_1689002	DTX1
ILMN_1689004	TNFRSF12A
ILMN_1689007	SFRS14
ILMN_1689046	FLJ20273
ILMN_1689057	PIK3R1
ILMN_1689059	ZNF329
ILMN_1689070	COQ7
ILMN_1689086	CTSC
ILMN_1689097	NAT5
ILMN_1689102	C1QTNF6
ILMN_1689110	NOB1
ILMN_1689111	CXCL12
ILMN_1689123	CCNK
ILMN_1689142	UBE1C
ILMN_1689156	MMAB
ILMN_1689160	DPEP2
ILMN_1689162	ACTR8
ILMN_1689176	C4orf31
ILMN_1689189	ZBTB3
ILMN_1689200	DHDH
ILMN_1689211	AAK1
ILMN_1689220	IQCE
ILMN_1689237	BVES
ILMN_1689257	MAEA
ILMN_1689274	NIPA1
ILMN_1689306	TMC7
ILMN_1689329	SCD
ILMN_1689336	HOXA10
ILMN_1689342	NUBP1
ILMN_1689378	CCRN4L
ILMN_1689389	SF3B5
ILMN_1689426	HOXA3
ILMN_1689431	APCDD1L
ILMN_1689438	BTRC
ILMN_1689445	POLR2H
ILMN_1689446	EIF3G
ILMN_1689456	ZBTB20
ILMN_1689473	ATP6V1H
ILMN_1689515	CPLX3
ILMN_1689518	PECAM1
ILMN_1689528	ZNF136
ILMN_1689552	FAM63A
ILMN_1689560	C14orf181
ILMN_1689607	C3orf17
ILMN_1689624	MINA
ILMN_1689651	KIAA1755
ILMN_1689652	RNMTL1
ILMN_1689665	NAE1
ILMN_1689700	ARID5A
ILMN_1689704	TMEM5
ILMN_1689711	CHKB
ILMN_1689718	IL17RE
ILMN_1689720	PPP2R3B
ILMN_1689734	IL1RN
ILMN_1689774	MRFAP1L1
ILMN_1689800	MRTO4
ILMN_1689828	DMPK
ILMN_1689836	C5AR1
ILMN_1689842	SC4MOL
ILMN_1689868	TMEM80
ILMN_1689874	HOXB3
ILMN_1689908	ANKRD13A
ILMN_1689932	WDR85
ILMN_1689953	CD81
ILMN_1689965	KIAA1432
ILMN_1689968	PLEKHO2
ILMN_1689972	RRP9
ILMN_1689976	EDIL3
ILMN_1689989	CDC42BPB
ILMN_1690017	SPINK5
ILMN_1690034	SOD3
ILMN_1690035	FLYWCH1
ILMN_1690040	TM7SF2
ILMN_1690049	NGDN
ILMN_1690066	TIGD2
ILMN_1690077	PPM1A
ILMN_1690085	STK11IP
ILMN_1690096	PPP1R1B
ILMN_1690099	ITGB1BP1
ILMN_1690101	FAIM
ILMN_1690105	STAT1
ILMN_1690114	PTPLAD2
ILMN_1690122	CRKL
ILMN_1690125	PDLIM7
ILMN_1690136	NIPBL
ILMN_1690138	PHF10
ILMN_1690154	ANO5
ILMN_1690170	CRABP2
ILMN_1690174	DLL4
ILMN_1690179	CRYM
ILMN_1690202	PTGER3
ILMN_1690209	C1orf186
ILMN_1690223	CNTNAP2
ILMN_1690241	BATF2
ILMN_1690252	ALKBH2
ILMN_1690259	RAE1
ILMN_1690262	SNAI3
ILMN_1690268	HNRPUL1
ILMN_1690282	CRADD
ILMN_1690289	DUOX1
ILMN_1690304	MGC26718
ILMN_1690320	TTC23
ILMN_1690325	NFYA
ILMN_1690327	CLCN5
ILMN_1690329	FAM118B
ILMN_1690342	LTA4H
ILMN_1690352	ADO
ILMN_1690371	MRPL11
ILMN_1690386	CSRP2BP
ILMN_1690392	COMMD3
ILMN_1690397	DYNC1I1
ILMN_1690420	GFI1
ILMN_1690442	C18orf45
ILMN_1690454	C3orf54
ILMN_1690473	NFKBIB
ILMN_1690476	QKI
ILMN_1690490	ZFP41
ILMN_1690523	LRRC20
ILMN_1690524	VAMP7
ILMN_1690545	TAF11
ILMN_1690546	PPP3CC
ILMN_1690561	GZMM
ILMN_1690566	RASSF4
ILMN_1690576	BAT1
ILMN_1690610	RALY
ILMN_1690625	SLC9A8
ILMN_1690636	ALS2CL
ILMN_1690646	SATB1
ILMN_1690653	CDK2AP2
ILMN_1690682	B3GALT4
ILMN_1690690	SEC23IP
ILMN_1690693	CTPS2
ILMN_1690695	PEX11A
ILMN_1690703	C21orf34
ILMN_1690706	SNRPB2
ILMN_1690708	SPTBN1
ILMN_1690754	SVIL
ILMN_1690761	SURF4
ILMN_1690783	TREML1
ILMN_1690802	HSPC152
ILMN_1690807	MKL2
ILMN_1690822	VAPA
ILMN_1690826	TNKS1BP1
ILMN_1690839	PPAPDC3
ILMN_1690863	ZNF470
ILMN_1690880	CTAGE5
ILMN_1690884	APOA1
ILMN_1690888	CMIP
ILMN_1690891	TRERF1
ILMN_1690920	SP100
ILMN_1690921	STAT2
ILMN_1690922	MAST2
ILMN_1690923	CAPN9
ILMN_1690945	CPZ
ILMN_1690951	HIPK1
ILMN_1690982	DDT
ILMN_1690999	MED23
ILMN_1691001	RTN3
ILMN_1691048	SLC22A18AS
ILMN_1691071	FCRLA
ILMN_1691080	OR6B1
ILMN_1691090	MPV17
ILMN_1691111	SPATA2L
ILMN_1691112	PIGN
ILMN_1691117	DNTTIP1
ILMN_1691119	RNF122
ILMN_1691131	LSMD1
ILMN_1691143	RAB18
ILMN_1691151	CHKA
ILMN_1691165	CLSPN
ILMN_1691171	SP3
ILMN_1691175	ADH6
ILMN_1691181	TXNDC1
ILMN_1691188	UIMC1
ILMN_1691237	CAP2
ILMN_1691264	NAT8B
ILMN_1691276	CXXC1
ILMN_1691290	CELSR3
ILMN_1691291	PIGS
ILMN_1691293	RNF185
ILMN_1691294	CTBP2
ILMN_1691333	ZNF57
ILMN_1691340	CACYBP
ILMN_1691355	HHATL
ILMN_1691364	STAT1
ILMN_1691376	JAG1
ILMN_1691393	DNPEP
ILMN_1691395	ZBTB11
ILMN_1691409	SEC31A
ILMN_1691410	BAMBI
ILMN_1691413	NNAT
ILMN_1691418	CDRT4
ILMN_1691425	LDOC1L
ILMN_1691430	GSTCD
ILMN_1691432	PRDM4
ILMN_1691436	BLVRA
ILMN_1691444	UHRF2
ILMN_1691458	SYPL1
ILMN_1691466	YES1
ILMN_1691476	MYLK
ILMN_1691485	GTF2H2
ILMN_1691487	TRAF2
ILMN_1691499	TJP1
ILMN_1691501	C15orf5
ILMN_1691506	NGRN
ILMN_1691508	PLAUR
ILMN_1691535	CUL4B
ILMN_1691539	LAT
ILMN_1691557	C3orf60
ILMN_1691559	ELF2
ILMN_1691570	METTL5
ILMN_1691572	TST
ILMN_1691575	SNX2
ILMN_1691584	F8
ILMN_1691641	CITED1
ILMN_1691668	C6orf154
ILMN_1691702	ZNF775
ILMN_1691717	RHBDF2
ILMN_1691731	PARP14
ILMN_1691736	ST6GALNAC6
ILMN_1691743	GJD3
ILMN_1691757	C2CD3
ILMN_1691760	FAM45A
ILMN_1691772	ZSCAN29
ILMN_1691787	RAPH1
ILMN_1691789	SMNDC1
ILMN_1691790	DACT2
ILMN_1691798	ZNF26
ILMN_1691803	KIR2DS5
ILMN_1691809	PSMA1
ILMN_1691843	RNPS1
ILMN_1691846	G0S2
ILMN_1691855	CACNA1B
ILMN_1691861	FASTK
ILMN_1691881	IL4R
ILMN_1691884	STC2
ILMN_1691899	C6orf1
ILMN_1691916	KIAA1919
ILMN_1691926	HADH2
ILMN_1691927	BTBD1
ILMN_1691930	CBX6
ILMN_1691942	CCNI
ILMN_1692020	PRSS16
ILMN_1692026	SUV420H1
ILMN_1692041	POT1
ILMN_1692049	SLC7A6OS
ILMN_1692056	HS3ST3A1
ILMN_1692058	NDN
ILMN_1692060	KIF21B
ILMN_1692077	MXRA7
ILMN_1692080	ANKH
ILMN_1692100	ZNF35
ILMN_1692107	SUV420H1
ILMN_1692121	USO1
ILMN_1692133	ZNF226
ILMN_1692160	C6orf114
ILMN_1692163	NSDHL
ILMN_1692168	UBE2Z
ILMN_1692169	NAT5
ILMN_1692177	TSC22D1
ILMN_1692191	GNA12
ILMN_1692219	RAB11FIP1
ILMN_1692223	LCN2
ILMN_1692225	DOK3
ILMN_1692261	EPHB1
ILMN_1692267	B4GALT3
ILMN_1692271	CCM2
ILMN_1692272	TEX261
ILMN_1692276	GGPS1
ILMN_1692280	NKX2-2
ILMN_1692295	MYO1G
ILMN_1692332	ALOX12B
ILMN_1692335	ELK3
ILMN_1692340	ZNF662
ILMN_1692342	CDC42BPG
ILMN_1692352	IRAK4
ILMN_1692390	CCNT1
ILMN_1692398	CNTNAP1
ILMN_1692433	RECQL5
ILMN_1692473	PRMT1
ILMN_1692477	MGAT5B
ILMN_1692486	ZNRD1
ILMN_1692511	TMEM106C
ILMN_1692535	DPP4
ILMN_1692539	SH3BP1
ILMN_1692546	VNN2
ILMN_1692568	C10orf92
ILMN_1692575	SFRS8
ILMN_1692620	ZNF263
ILMN_1692623	LPHN3
ILMN_1692651	PHB
ILMN_1692664	PRR5
ILMN_1692674	NKD1
ILMN_1692678	FMNL3
ILMN_1692684	SMARCD2
ILMN_1692698	VASH2
ILMN_1692706	DCUN1D2
ILMN_1692707	C2orf79
ILMN_1692731	TTYH3
ILMN_1692739	ISLR2
ILMN_1692742	DENND3
ILMN_1692754	TMEM49
ILMN_1692760	DPAGT1
ILMN_1692779	PRPF39
ILMN_1692785	KLHL21
ILMN_1692790	ITGB3BP
ILMN_1692824	ASPA
ILMN_1692826	UNKL
ILMN_1692831	HIST1H1A
ILMN_1692834	C1orf26
ILMN_1692844	TBC1D19
ILMN_1692864	PDLIM5
ILMN_1692865	VPS37D
ILMN_1692896	JMJD4
ILMN_1692927	NTN1
ILMN_1692936	OVOL1
ILMN_1692938	PSAT1
ILMN_1692962	CTDSP2
ILMN_1692967	AXIN1
ILMN_1692973	BICD1
ILMN_1693004	C20orf117
ILMN_1693009	FGL2
ILMN_1693014	CEBPB
ILMN_1693039	ZFPL1
ILMN_1693042	WDR90
ILMN_1693045	TMED1
ILMN_1693060	VEGFA
ILMN_1693072	ELAC1
ILMN_1693090	CROT
ILMN_1693107	MLH3
ILMN_1693119	LOC130576
ILMN_1693124	LOC644096
ILMN_1693136	VTI1B
ILMN_1693145	BUB3
ILMN_1693148	ACAN
ILMN_1693183	SORBS2
ILMN_1693192	PI3
ILMN_1693210	NSMCE2
ILMN_1693226	C1orf212
ILMN_1693230	HYAL1
ILMN_1693233	KIAA0513
ILMN_1693242	ZNF296
ILMN_1693244	SMARCD3
ILMN_1693250	ACBD5
ILMN_1693270	SUSD2
ILMN_1693290	METT10D
ILMN_1693311	TMBIM6
ILMN_1693317	TTC15
ILMN_1693333	TMEM19
ILMN_1693334	P4HA1
ILMN_1693338	CYP1B1
ILMN_1693344	C15orf21
ILMN_1693392	RGAG4
ILMN_1693394	BCKDK
ILMN_1693401	KLHL28
ILMN_1693421	RPN2
ILMN_1693428	TNNC2
ILMN_1693431	C13orf31
ILMN_1693438	FBXL12
ILMN_1693452	GAL3ST4
ILMN_1693466	RABEP2
ILMN_1693471	KLHL35
ILMN_1693483	FGF18
ILMN_1693490	SEC11A
ILMN_1693494	CMTM1
ILMN_1693538	STK36
ILMN_1693552	CD300A
ILMN_1693559	DOT1L
ILMN_1693560	HMGA1
ILMN_1693597	ZNF287
ILMN_1693598	RTN4
ILMN_1693604	GRM2
ILMN_1693630	C16orf7
ILMN_1693650	FES
ILMN_1693664	POMGNT1
ILMN_1693668	KIAA0261
ILMN_1693669	WDR79
ILMN_1693679	STK16
ILMN_1693685	LOC205251
ILMN_1693702	MRFAP1L1
ILMN_1693726	TBC1D10A
ILMN_1693738	CTSE
ILMN_1693749	BMP4
ILMN_1693758	LIG4
ILMN_1693762	LRRC48
ILMN_1693766	CEP135
ILMN_1693771	ASPH
ILMN_1693788	ZNF432
ILMN_1693789	ALPP
ILMN_1693826	HAVCR2
ILMN_1693830	LACTB
ILMN_1693853	HHAT
ILMN_1693862	MGC70857
ILMN_1693878	GMPPA
ILMN_1693882	TAPT1
ILMN_1693896	ATP8A2
ILMN_1693928	CDH24
ILMN_1693941	IGSF9
ILMN_1693961	CATSPER3
ILMN_1693985	JPH1
ILMN_1693987	MLXIP
ILMN_1694012	NME2
ILMN_1694027	SESN3
ILMN_1694034	LGALS4
ILMN_1694041	PDCL
ILMN_1694057	EIF3K
ILMN_1694058	IFITM4P
ILMN_1694068	EFCAB2
ILMN_1694070	FAM114A1
ILMN_1694080	ZNF804B
ILMN_1694084	PSCD1
ILMN_1694100	PRIM2
ILMN_1694106	GPD1L
ILMN_1694111	PNKP
ILMN_1694140	AFAP1L1
ILMN_1694177	PCNA
ILMN_1694194	SCAF1
ILMN_1694208	TRIM10
ILMN_1694213	PLEKHO1
ILMN_1694219	ARIH1
ILMN_1694223	DGCR8
ILMN_1694233	ACYP1
ILMN_1694240	MAP2K1
ILMN_1694268	HES6
ILMN_1694269	FLJ10996
ILMN_1694274	NDUFC2
ILMN_1694323	GLE1
ILMN_1694325	NFIX
ILMN_1694339	TMEM89
ILMN_1694344	NDOR1
ILMN_1694385	YWHAB
ILMN_1694398	EIF3F
ILMN_1694400	MSR1
ILMN_1694404	RASA4
ILMN_1694426	ROR2
ILMN_1694432	CRIP2
ILMN_1694466	ZBED1
ILMN_1694472	GCK
ILMN_1694475	GTPBP2
ILMN_1694479	WDR18
ILMN_1694482	CELSR1
ILMN_1694485	TAS2R48
ILMN_1694486	TCIRG1
ILMN_1694491	CCNG1
ILMN_1694504	RNF220
ILMN_1694514	ZDHHC11
ILMN_1694530	DDA1
ILMN_1694533	RMND1
ILMN_1694539	MAP3K6
ILMN_1694547	IFFO1
ILMN_1694548	ANXA3
ILMN_1694582	LIG3
ILMN_1694587	EEF1B2
ILMN_1694588	C4BPB
ILMN_1694589	PAQR8
ILMN_1694603	SMARCC1
ILMN_1694608	C1QTNF1
ILMN_1694634	MOGAT3
ILMN_1694666	BCL2L15
ILMN_1694671	ZFAND2A
ILMN_1694699	HIST1H2AK
ILMN_1694730	RNPEPL1
ILMN_1694731	CLCN7
ILMN_1694742	RPS29
ILMN_1694757	CTSL1
ILMN_1694759	C19orf42
ILMN_1694776	SCP2
ILMN_1694780	GCHFR
ILMN_1694799	PIAS2
ILMN_1694801	SLC39A4
ILMN_1694810	PANX2
ILMN_1694840	MATN2
ILMN_1694847	TERF1
ILMN_1694877	CASP6
ILMN_1694888	TAF2
ILMN_1694890	UCHL5IP
ILMN_1694923	PTPN9
ILMN_1694943	CAST
ILMN_1694950	MRPL28
ILMN_1694966	ASGR2
ILMN_1694980	NAGLU
ILMN_1694983	DDX20
ILMN_1694985	AKR1CL2
ILMN_1695000	TFIP11
ILMN_1695016	QRICH2
ILMN_1695020	NEK3
ILMN_1695025	CD2
ILMN_1695036	TPPP3
ILMN_1695041	GATA6
ILMN_1695058	SLC38A5
ILMN_1695079	ZNF101
ILMN_1695093	SLC7A8
ILMN_1695107	IL20RA
ILMN_1695110	BCAT2
ILMN_1695119	TAF1C
ILMN_1695157	CA4
ILMN_1695226	DIAPH3
ILMN_1695246	KLHDC8B
ILMN_1695271	RPP25
ILMN_1695276	MAPRE2
ILMN_1695280	SMG6
ILMN_1695282	RAPGEF1
ILMN_1695290	FERMT2
ILMN_1695311	HLA-DMA
ILMN_1695317	RCBTB1
ILMN_1695334	PYGO2
ILMN_1695354	BMF
ILMN_1695355	FOXP2
ILMN_1695357	CCDC99
ILMN_1695362	ZNF32
ILMN_1695382	TSC22D3
ILMN_1695386	RAD51C
ILMN_1695404	LY6E
ILMN_1695414	ASF1B
ILMN_1695418	IQGAP3
ILMN_1695420	CLTA
ILMN_1695423	CD9
ILMN_1695468	SRPK2
ILMN_1695472	MRPL10
ILMN_1695490	PLD4
ILMN_1695491	C8orf32
ILMN_1695549	PVRL1
ILMN_1695576	MRPL24
ILMN_1695579	CIT
ILMN_1695588	HNRPC
ILMN_1695590	ADRB2
ILMN_1695604	DCBLD1
ILMN_1695606	EFNB3
ILMN_1695621	KRT3
ILMN_1695631	CHP2
ILMN_1695633	MAX
ILMN_1695645	CETN2
ILMN_1695658	KIF20A
ILMN_1695687	SALL4
ILMN_1695706	H3F3B
ILMN_1695711	FAM105A
ILMN_1695719	EIF2C2
ILMN_1695731	TUBG1
ILMN_1695745	DISP1
ILMN_1695759	AMDHD2
ILMN_1695763	PDIA5
ILMN_1695773	STK24
ILMN_1695790	UBE2MP1
ILMN_1695797	NCOA6
ILMN_1695821	ACTR1B
ILMN_1695829	TTYH2
ILMN_1695847	ZKSCAN5
ILMN_1695851	PARVG
ILMN_1695856	FAM44A
ILMN_1695868	PRICKLE4
ILMN_1695871	DISC1
ILMN_1695880	LOX
ILMN_1695900	TNFSF11
ILMN_1695917	C5orf15
ILMN_1695924	KLK11
ILMN_1695945	MEIS2
ILMN_1695946	C1orf225
ILMN_1695959	C21orf63
ILMN_1695961	CLK3
ILMN_1695962	SLC12A9
ILMN_1695983	DDX42
ILMN_1695991	COLQ
ILMN_1696003	GNAI3
ILMN_1696004	LRRK1
ILMN_1696021	KPNA6
ILMN_1696028	ETNK1
ILMN_1696029	FLJ36031
ILMN_1696046	SIVA
ILMN_1696048	C13orf33
ILMN_1696051	SNX11
ILMN_1696054	SMYD1
ILMN_1696065	SDF4
ILMN_1696066	CARS
ILMN_1696087	PHB2
ILMN_1696110	TUBGCP3
ILMN_1696127	KIAA0240
ILMN_1696131	ANKS1B
ILMN_1696133	SELI
ILMN_1696151	MON1A
ILMN_1696187	PYGL
ILMN_1696190	STRN4
ILMN_1696214	NHEJ1
ILMN_1696223	ATP7B
ILMN_1696230	RAB43
ILMN_1696254	CYB5D2
ILMN_1696266	XRCC3
ILMN_1696276	ZNF653
ILMN_1696284	CLDN18
ILMN_1696294	SNX6
ILMN_1696311	IMPAD1
ILMN_1696316	CPT1A
ILMN_1696330	GUF1
ILMN_1696339	ZIC2
ILMN_1696375	TTC31
ILMN_1696380	GHRL
ILMN_1696383	POP4
ILMN_1696394	IL6R
ILMN_1696407	SFRS2
ILMN_1696419	STOM
ILMN_1696450	KLK1
ILMN_1696463	SPI1
ILMN_1696485	HNRNPAB
ILMN_1696503	JRKL
ILMN_1696512	ERAF
ILMN_1696521	EGFR
ILMN_1696528	TAS2R13
ILMN_1696546	FZD1
ILMN_1696556	KIAA0133
ILMN_1696568	ATP2C1
ILMN_1696582	BTBD11
ILMN_1696583	ZNF169
ILMN_1696584	ORM1
ILMN_1696585	FERMT1
ILMN_1696591	RB1
ILMN_1696597	C3orf37
ILMN_1696601	VARS
ILMN_1696615	CA8
ILMN_1696622	SLC38A6
ILMN_1696643	TLN1
ILMN_1696657	LRRN2
ILMN_1696659	THSD1
ILMN_1696666	DBF4B
ILMN_1696675	CES2
ILMN_1696682	ABLIM1
ILMN_1696684	FAM90A1
ILMN_1696702	NEO1
ILMN_1696708	C14orf166
ILMN_1696709	TADA2L
ILMN_1696713	POLA2
ILMN_1696749	LMNA
ILMN_1696757	TTC14
ILMN_1696767	SERP2
ILMN_1696806	CTNND1
ILMN_1696814	SEPSECS
ILMN_1696827	PARS2
ILMN_1696828	RGS14
ILMN_1696839	RPS27
ILMN_1696845	GRLF1
ILMN_1696870	TGFBRAP1
ILMN_1696883	THOC2
ILMN_1696935	RBM39
ILMN_1696962	PDZD8
ILMN_1696975	USP1
ILMN_1696991	DYRK1B
ILMN_1697054	LRRN4CL
ILMN_1697069	CSF3
ILMN_1697088	ARMC5
ILMN_1697096	SPG7
ILMN_1697117	TBP
ILMN_1697118	ARMC6
